City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
tupiza,bo,"04/19/2020, 11:11:13",-21.45,-65.72,65.77,9,17,1.68,few clouds,0.0,0.0
markova,ru,"04/19/2020, 11:11:13",48.68,24.41,51.8,29,100,6.71,overcast clouds,0.0,0.0
mehamn,no,"04/19/2020, 11:10:49",71.04,27.85,38.93,92,99,21.07,light rain,0.16,0.0
khatanga,ru,"04/19/2020, 11:06:24",71.97,102.5,17.4,94,38,4.81,scattered clouds,0.0,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
barrow,us,"04/19/2020, 11:05:02",71.29,-156.79,8.6,84,90,4.7,light snow,0.0,0.0
saskylakh,ru,"04/19/2020, 11:04:35",71.92,114.08,15.55,93,0,7.4,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
bredasdorp,za,"04/19/2020, 10:58:28",-34.53,20.04,62.6,82,4,3.36,clear sky,0.0,0.0
lebu,cl,"04/19/2020, 11:06:34",-37.62,-73.65,61.47,60,100,8.14,overcast clouds,0.0,0.0
georgetown,sh,"04/19/2020, 11:06:13",5.41,100.34,82.4,94,20,3.36,few clouds,0.0,0.0
hermanus,za,"04/19/2020, 11:03:13",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
yellowknife,ca,"04/19/2020, 11:03:17",62.46,-114.35,21.2,67,20,14.99,few clouds,0.0,0.0
chuy,uy,"04/19/2020, 11:03:08",-33.7,-53.46,72.5,63,0,8.7,clear sky,0.0,0.0
thompson,ca,"04/19/2020, 11:09:54",55.74,-97.86,19.4,79,90,6.93,light snow,0.0,0.0
la ronge,ca,"04/19/2020, 11:08:06",55.1,-105.28,41.0,52,75,18.34,broken clouds,0.0,0.0
yellowknife,ca,"04/19/2020, 11:03:17",62.46,-114.35,21.2,67,20,14.99,few clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:03:18",-46.19,168.86,44.01,83,93,5.01,light rain,0.54,0.0
tuktoyaktuk,ca,"04/19/2020, 11:05:56",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
mount isa,au,"04/19/2020, 11:10:30",-20.73,139.5,62.6,48,28,7.25,scattered clouds,0.0,0.0
saskylakh,ru,"04/19/2020, 11:04:35",71.92,114.08,15.55,93,0,7.4,clear sky,0.0,0.0
bambous virieux,mu,"04/19/2020, 11:06:46",-20.34,57.76,77.0,78,40,11.41,scattered clouds,0.0,0.0
bredasdorp,za,"04/19/2020, 10:58:28",-34.53,20.04,62.6,82,4,3.36,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
bagua grande,pe,"04/19/2020, 11:11:19",-5.76,-78.44,84.7,48,38,2.66,light rain,0.93,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
san cristobal,ec,"04/19/2020, 11:10:53",7.77,-72.22,89.6,46,40,9.17,smoke,0.0,0.0
saint-philippe,re,"04/19/2020, 11:05:55",-21.36,55.77,75.2,78,14,14.99,light rain,0.24,0.0
kaitangata,nz,"04/19/2020, 11:09:37",-46.28,169.85,50.0,52,74,5.99,broken clouds,0.0,0.0
torbay,ca,"04/19/2020, 11:03:18",47.67,-52.73,32.0,96,90,34.45,snow,0.0,0.0
kasli,ru,"04/19/2020, 11:11:21",55.89,60.76,40.48,63,79,4.76,broken clouds,0.0,0.0
panalingaan,ph,"04/19/2020, 11:11:21",8.78,117.42,82.13,75,9,4.36,clear sky,0.0,0.0
hermanus,za,"04/19/2020, 11:03:13",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
semey,kz,"04/19/2020, 11:08:32",50.41,80.23,56.01,44,4,5.21,clear sky,0.0,0.0
nelson bay,au,"04/19/2020, 11:11:23",-32.72,152.15,57.0,93,40,4.7,scattered clouds,0.0,0.0
tuktoyaktuk,ca,"04/19/2020, 11:05:56",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
ixtapa,mx,"04/19/2020, 11:11:23",20.7,-105.2,77.0,73,5,8.05,clear sky,0.0,0.0
butaritari,ki,"04/19/2020, 11:04:38",3.07,172.79,83.07,75,14,12.5,light rain,1.53,0.0
east london,za,"04/19/2020, 11:06:01",-33.02,27.91,77.58,64,8,18.14,clear sky,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:03:23",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
barranca,pe,"04/19/2020, 11:11:24",-10.75,-77.77,76.37,63,22,9.89,few clouds,0.0,0.0
saldanha,za,"04/19/2020, 10:59:16",-33.01,17.94,60.8,82,0,12.75,clear sky,0.0,0.0
parabel,ru,"04/19/2020, 11:11:25",58.7,81.48,46.63,66,100,9.57,overcast clouds,0.0,0.0
los llanos de aridane,es,"04/19/2020, 11:09:37",28.66,-17.92,68.0,64,40,17.22,scattered clouds,0.0,0.0
thompson,ca,"04/19/2020, 11:09:54",55.74,-97.86,19.4,79,90,6.93,light snow,0.0,0.0
arraial do cabo,br,"04/19/2020, 11:06:08",-22.97,-42.03,78.8,65,40,9.17,scattered clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:03:16",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
serebryanyy bor,ru,"04/19/2020, 11:11:26",56.8,124.8,5.58,84,76,8.3,broken clouds,0.0,0.0
quincy,us,"04/19/2020, 11:08:56",42.25,-71.0,61.0,42,20,11.41,few clouds,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:03:23",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:03:18",-46.19,168.86,44.01,83,93,5.01,light rain,0.54,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
tiksi,ru,"04/19/2020, 11:03:23",71.69,128.87,10.02,86,86,6.93,overcast clouds,0.0,0.0
puerto carreno,co,"04/19/2020, 11:11:28",6.19,-67.49,78.8,83,40,5.82,thunderstorm with light rain,0.0,0.0
avarua,ck,"04/19/2020, 11:02:07",-21.21,-159.78,78.8,78,13,6.93,few clouds,0.0,0.0
lorengau,pg,"04/19/2020, 11:03:13",-2.02,147.27,82.11,78,30,5.06,scattered clouds,0.0,0.0
tuktoyaktuk,ca,"04/19/2020, 11:05:56",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
bengkulu,id,"04/19/2020, 11:05:23",-3.8,102.27,78.82,81,100,3.74,overcast clouds,0.0,0.0
ohara,jp,"04/19/2020, 11:11:29",35.25,140.38,48.2,87,75,11.41,light rain,0.0,0.0
college,us,"04/19/2020, 11:06:25",64.86,-147.8,45.0,93,90,1.97,overcast clouds,0.0,0.0
falmouth,gb,"04/19/2020, 11:12:38",50.15,-5.07,57.2,62,60,17.22,broken clouds,0.0,0.0
hasaki,jp,"04/19/2020, 11:03:16",35.73,140.83,48.2,87,75,11.41,light rain,0.0,0.0
mataura,pf,"04/19/2020, 11:03:18",-46.19,168.86,44.01,83,93,5.01,light rain,0.54,0.0
vaini,to,"04/19/2020, 11:03:09",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
cape town,za,"04/19/2020, 11:03:03",-33.93,18.42,64.0,93,20,20.8,few clouds,0.0,0.0
joensuu,fi,"04/19/2020, 11:12:39",62.6,29.76,39.2,64,90,2.24,overcast clouds,0.0,0.0
roma,au,"04/19/2020, 11:08:04",43.21,-75.46,60.8,38,75,19.46,broken clouds,0.0,0.0
nanortalik,gl,"04/19/2020, 11:03:23",60.14,-45.24,30.18,89,14,15.79,few clouds,0.0,0.0
east london,za,"04/19/2020, 11:06:01",-33.02,27.91,77.58,64,8,18.14,clear sky,0.0,0.0
longyearbyen,sj,"04/19/2020, 11:08:22",78.22,15.64,35.6,69,40,19.46,shower rain,0.0,0.0
isla vista,us,"04/19/2020, 11:12:40",34.41,-119.86,64.0,72,40,6.93,scattered clouds,0.0,0.0
leningradskiy,ru,"04/19/2020, 11:12:41",69.38,178.42,6.6,92,96,6.89,overcast clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
hermanus,za,"04/19/2020, 11:03:13",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
quatre cocos,mu,"04/19/2020, 11:11:02",-20.21,57.76,77.0,83,75,9.17,broken clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
korla,cn,"04/19/2020, 11:12:42",41.76,86.15,62.01,48,100,5.3,overcast clouds,0.0,0.0
severo-kurilsk,ru,"04/19/2020, 11:12:43",50.68,156.12,26.42,90,9,14.27,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
mabaruma,gy,"04/19/2020, 11:06:34",8.2,-59.78,84.85,67,36,8.57,light rain,1.36,0.0
hamilton,bm,"04/19/2020, 11:06:16",39.18,-84.53,54.0,71,90,3.36,light rain,0.0,0.0
quatre cocos,mu,"04/19/2020, 11:11:02",-20.21,57.76,77.0,83,75,9.17,broken clouds,0.0,0.0
lazaro cardenas,mx,"04/19/2020, 11:09:11",17.96,-102.2,84.43,58,3,9.28,clear sky,0.0,0.0
punta arenas,cl,"04/19/2020, 11:03:16",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
port-cartier,ca,"04/19/2020, 11:12:44",50.03,-66.87,36.0,64,40,19.46,scattered clouds,0.0,0.0
araouane,ml,"04/19/2020, 11:12:45",18.9,-3.53,94.64,22,3,8.37,clear sky,0.0,0.0
shimoda,jp,"04/19/2020, 11:04:39",34.67,138.95,53.01,89,100,1.99,overcast clouds,0.0,0.0
upernavik,gl,"04/19/2020, 11:06:16",72.79,-56.15,24.24,88,63,10.78,broken clouds,0.0,0.0
hobart,au,"04/19/2020, 11:03:19",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
hermanus,za,"04/19/2020, 11:03:13",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
boquira,br,"04/19/2020, 11:12:46",-12.82,-42.73,79.92,63,86,5.3,light rain,2.38,0.0
sioux lookout,ca,"04/19/2020, 11:09:37",50.1,-91.92,26.6,38,20,11.41,few clouds,0.0,0.0
esperance,au,"04/19/2020, 11:03:21",-33.87,121.9,51.8,93,6,6.93,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
alta floresta,br,"04/19/2020, 11:12:47",-9.88,-56.09,89.6,66,75,6.93,broken clouds,0.0,0.0
lengshuijiang,cn,"04/19/2020, 11:08:56",27.69,111.43,60.73,75,34,1.34,scattered clouds,0.0,0.0
souillac,mu,"04/19/2020, 11:08:33",-20.52,57.52,77.0,78,40,11.41,scattered clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:03:16",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
sangmelima,cm,"04/19/2020, 11:12:49",2.93,11.98,70.7,79,99,0.96,moderate rain,5.82,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
pangnirtung,ca,"04/19/2020, 11:09:52",66.15,-65.71,5.0,77,20,10.29,few clouds,0.0,0.0
iqaluit,ca,"04/19/2020, 11:12:50",63.75,-68.51,1.4,70,5,3.36,clear sky,0.0,0.0
longyearbyen,sj,"04/19/2020, 11:08:22",78.22,15.64,35.6,69,40,19.46,shower rain,0.0,0.0
avarua,ck,"04/19/2020, 11:02:07",-21.21,-159.78,78.8,78,13,6.93,few clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
avarua,ck,"04/19/2020, 11:02:07",-21.21,-159.78,78.8,78,13,6.93,few clouds,0.0,0.0
hobart,au,"04/19/2020, 11:03:19",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
ancud,cl,"04/19/2020, 11:04:39",-41.87,-73.82,55.4,82,75,12.75,broken clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
bluff,nz,"04/19/2020, 11:03:26",-46.6,168.33,44.01,83,97,5.01,light rain,1.66,0.0
mecca,sa,"04/19/2020, 11:11:37",21.43,39.83,79.03,60,54,3.65,broken clouds,0.0,0.0
tuktoyaktuk,ca,"04/19/2020, 11:05:56",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
muros,es,"04/19/2020, 11:12:53",42.78,-9.06,61.0,78,30,5.99,scattered clouds,0.0,0.0
armidale,au,"04/19/2020, 11:12:53",-30.52,151.65,40.48,56,12,2.98,few clouds,0.0,0.0
chuy,uy,"04/19/2020, 11:03:08",-33.7,-53.46,72.5,63,0,8.7,clear sky,0.0,0.0
praia da vitoria,pt,"04/19/2020, 11:06:06",38.73,-27.07,64.4,55,40,29.64,scattered clouds,0.0,0.0
barrow,us,"04/19/2020, 11:05:02",71.29,-156.79,8.6,84,90,4.7,light snow,0.0,0.0
kurchum,kz,"04/19/2020, 11:12:55",48.57,83.65,48.92,43,1,7.92,clear sky,0.0,0.0
mazatlan,mx,"04/19/2020, 11:12:42",23.22,-106.42,75.2,69,40,4.7,scattered clouds,0.0,0.0
butaritari,ki,"04/19/2020, 11:04:38",3.07,172.79,83.07,75,14,12.5,light rain,1.53,0.0
tasiilaq,gl,"04/19/2020, 11:06:36",65.61,-37.64,32.0,93,99,25.28,light snow,0.0,0.43
fortuna,us,"04/19/2020, 11:09:58",40.6,-124.16,57.0,76,90,4.54,overcast clouds,0.0,0.0
bluff,nz,"04/19/2020, 11:03:26",-46.6,168.33,44.01,83,97,5.01,light rain,1.66,0.0
saskylakh,ru,"04/19/2020, 11:04:35",71.92,114.08,15.55,93,0,7.4,clear sky,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
hermanus,za,"04/19/2020, 11:03:13",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
santa cruz,cr,"04/19/2020, 11:09:53",-17.8,-63.17,91.4,26,20,2.24,few clouds,0.0,0.0
norman wells,ca,"04/19/2020, 11:03:24",65.28,-126.83,24.8,85,75,19.46,broken clouds,0.0,0.0
bowling green,us,"04/19/2020, 11:12:58",36.99,-86.44,62.6,48,90,3.36,overcast clouds,0.0,0.0
tuatapere,nz,"04/19/2020, 11:12:58",-46.13,167.68,44.01,82,88,5.01,light rain,0.26,0.0
upernavik,gl,"04/19/2020, 11:06:16",72.79,-56.15,24.24,88,63,10.78,broken clouds,0.0,0.0
lompoc,us,"04/19/2020, 11:08:29",34.64,-120.46,61.0,67,75,6.93,broken clouds,0.0,0.0
cape town,za,"04/19/2020, 11:03:03",-33.93,18.42,64.0,93,20,20.8,few clouds,0.0,0.0
tessalit,ml,"04/19/2020, 11:10:03",20.2,1.01,97.21,10,44,12.28,scattered clouds,0.0,0.0
kodiak,us,"04/19/2020, 11:06:30",57.79,-152.41,42.8,87,75,3.36,broken clouds,0.0,0.0
srednekolymsk,ru,"04/19/2020, 11:07:58",67.45,153.68,-8.01,89,5,6.96,clear sky,0.0,0.0
korla,cn,"04/19/2020, 11:12:42",41.76,86.15,62.01,48,100,5.3,overcast clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
vaini,to,"04/19/2020, 11:14:08",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
beringovskiy,ru,"04/19/2020, 11:14:08",63.05,179.32,16.25,96,100,15.46,light snow,0.0,0.63
vaini,to,"04/19/2020, 11:14:08",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
mar del plata,ar,"04/19/2020, 11:03:26",-38.0,-57.56,75.99,57,2,23.04,clear sky,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
krasnoznamensk,ru,"04/19/2020, 11:14:09",55.6,37.04,37.4,79,75,4.47,light rain,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
cape town,za,"04/19/2020, 11:03:03",-33.93,18.42,64.0,93,20,20.8,few clouds,0.0,0.0
itoman,jp,"04/19/2020, 11:14:10",26.12,127.67,75.2,88,75,18.34,broken clouds,0.0,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
bluff,nz,"04/19/2020, 11:14:11",-46.6,168.33,44.01,82,97,5.01,light rain,1.66,0.0
enshi,cn,"04/19/2020, 11:14:11",30.3,109.48,60.93,72,82,2.1,moderate rain,5.46,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:04:36",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
luderitz,na,"04/19/2020, 11:11:02",-26.65,15.16,66.2,72,0,11.41,clear sky,0.0,0.0
tiksi,ru,"04/19/2020, 11:03:23",71.69,128.87,10.02,86,86,6.93,overcast clouds,0.0,0.0
hobart,au,"04/19/2020, 11:14:12",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
portland,au,"04/19/2020, 11:13:05",45.52,-122.68,57.0,58,90,3.36,overcast clouds,0.0,0.0
kapaa,us,"04/19/2020, 11:09:15",22.08,-159.32,72.0,83,40,5.82,scattered clouds,0.0,0.0
touros,br,"04/19/2020, 11:14:14",-5.2,-35.46,87.8,66,40,13.87,scattered clouds,0.0,0.0
iqaluit,ca,"04/19/2020, 11:12:50",63.75,-68.51,1.4,70,5,3.36,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
yellowknife,ca,"04/19/2020, 11:14:15",62.46,-114.35,23.0,62,20,14.99,few clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:04:36",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
manaus,br,"04/19/2020, 11:14:16",-3.1,-60.02,86.0,74,75,2.24,broken clouds,0.0,0.0
cape town,za,"04/19/2020, 11:03:03",-33.93,18.42,64.0,93,20,20.8,few clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
tasiilaq,gl,"04/19/2020, 11:06:36",65.61,-37.64,32.0,93,99,25.28,light snow,0.0,0.43
perth,au,"04/19/2020, 11:11:54",-31.93,115.83,52.0,93,20,4.7,few clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
bengkulu,id,"04/19/2020, 11:05:23",-3.8,102.27,78.82,81,100,3.74,overcast clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
kapaa,us,"04/19/2020, 11:09:15",22.08,-159.32,72.0,83,40,5.82,scattered clouds,0.0,0.0
tortoli,it,"04/19/2020, 11:14:18",39.93,9.66,62.6,93,90,5.82,mist,0.0,0.0
praia,cv,"04/19/2020, 11:14:19",14.92,-23.51,78.8,57,40,20.8,scattered clouds,0.0,0.0
palmer,us,"04/19/2020, 11:13:33",42.16,-72.33,61.0,43,40,13.87,scattered clouds,0.0,0.0
tuatapere,nz,"04/19/2020, 11:12:58",-46.13,167.68,44.01,82,88,5.01,light rain,0.26,0.0
sharya,ru,"04/19/2020, 11:14:19",58.37,45.51,36.7,76,80,2.21,light rain,0.14,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
hermanus,za,"04/19/2020, 11:10:18",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
sao filipe,cv,"04/19/2020, 11:11:06",14.9,-24.5,72.03,74,13,23.78,few clouds,0.0,0.0
butaritari,ki,"04/19/2020, 11:04:38",3.07,172.79,83.07,75,14,12.5,light rain,1.53,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
chuy,uy,"04/19/2020, 11:03:08",-33.7,-53.46,72.5,63,0,8.7,clear sky,0.0,0.0
torbay,ca,"04/19/2020, 11:03:18",47.67,-52.73,32.0,96,90,34.45,snow,0.0,0.0
makakilo city,us,"04/19/2020, 11:14:22",21.35,-158.09,75.0,82,1,3.36,clear sky,0.0,0.0
makakilo city,us,"04/19/2020, 11:14:22",21.35,-158.09,75.0,82,1,3.36,clear sky,0.0,0.0
new norfolk,au,"04/19/2020, 11:04:38",-42.78,147.06,48.0,84,100,4.12,overcast clouds,0.0,0.0
sale,au,"04/19/2020, 11:14:23",34.04,-6.82,66.0,63,75,13.87,broken clouds,0.0,0.0
princeton,ca,"04/19/2020, 11:14:23",25.54,-80.41,91.99,62,20,13.87,few clouds,0.0,0.0
severo-kurilsk,ru,"04/19/2020, 11:12:43",50.68,156.12,26.42,90,9,14.27,clear sky,0.0,0.0
moose factory,ca,"04/19/2020, 11:14:24",51.26,-80.61,14.0,51,75,12.75,broken clouds,0.0,0.0
norman wells,ca,"04/19/2020, 11:14:24",65.28,-126.83,24.8,79,75,14.99,broken clouds,0.0,0.0
berdigestyakh,ru,"04/19/2020, 11:14:24",62.1,126.7,5.67,91,47,3.29,scattered clouds,0.0,0.0
maniitsoq,gl,"04/19/2020, 11:14:24",65.42,-52.9,29.07,96,100,47.33,snow,0.0,2.71
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
lalawigan,ph,"04/19/2020, 11:14:25",11.59,125.47,80.83,85,89,9.84,light rain,0.7,0.0
kaeo,nz,"04/19/2020, 11:10:13",-35.1,173.78,57.99,94,100,2.64,light rain,0.62,0.0
yenagoa,ng,"04/19/2020, 11:12:02",4.92,6.26,76.78,88,100,4.94,light rain,0.13,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:14:26",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
whitehorse,ca,"04/19/2020, 11:10:11",60.72,-135.05,41.0,56,75,3.36,broken clouds,0.0,0.0
barrow,us,"04/19/2020, 11:05:02",71.29,-156.79,8.6,84,90,4.7,light snow,0.0,0.0
del rio,us,"04/19/2020, 11:09:58",29.36,-100.9,84.2,35,1,14.99,clear sky,0.0,0.0
vaini,to,"04/19/2020, 11:14:08",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
barrow,us,"04/19/2020, 11:05:02",71.29,-156.79,8.6,84,90,4.7,light snow,0.0,0.0
chuy,uy,"04/19/2020, 11:03:08",-33.7,-53.46,72.5,63,0,8.7,clear sky,0.0,0.0
port alfred,za,"04/19/2020, 11:02:48",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
saint-philippe,re,"04/19/2020, 11:05:55",-21.36,55.77,75.2,78,14,14.99,light rain,0.24,0.0
barrow,us,"04/19/2020, 11:05:02",71.29,-156.79,8.6,84,90,4.7,light snow,0.0,0.0
araouane,ml,"04/19/2020, 11:12:45",18.9,-3.53,94.64,22,3,8.37,clear sky,0.0,0.0
emerald,au,"04/19/2020, 11:14:30",-23.53,148.17,68.0,82,0,11.41,clear sky,0.0,0.0
jamestown,sh,"04/19/2020, 11:14:30",42.1,-79.24,55.4,47,75,20.8,broken clouds,0.0,0.0
new norfolk,au,"04/19/2020, 11:04:38",-42.78,147.06,48.0,84,100,4.12,overcast clouds,0.0,0.0
ketchikan,us,"04/19/2020, 11:06:28",55.34,-131.65,44.6,93,90,13.87,overcast clouds,0.0,0.0
klaksvik,fo,"04/19/2020, 11:06:05",62.23,-6.59,48.2,76,0,11.41,clear sky,0.0,0.0
shebunino,ru,"04/19/2020, 11:14:32",46.43,141.86,36.84,81,86,5.46,overcast clouds,0.0,0.0
savannah bight,hn,"04/19/2020, 11:14:32",16.45,-85.85,81.63,77,4,21.05,clear sky,0.0,0.0
yavatmal,in,"04/19/2020, 11:14:33",20.4,78.13,88.11,22,49,0.31,scattered clouds,0.0,0.0
spencer,us,"04/19/2020, 11:14:33",43.14,-95.14,50.0,37,1,8.05,clear sky,0.0,0.0
fukue,jp,"04/19/2020, 11:14:34",32.69,128.84,62.02,84,89,27.29,overcast clouds,0.0,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
half moon bay,us,"04/19/2020, 11:14:35",37.46,-122.43,62.01,76,90,5.82,overcast clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
saint-augustin,ca,"04/19/2020, 11:09:58",51.23,-58.65,31.71,94,79,12.88,broken clouds,0.0,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
airai,pw,"04/19/2020, 11:04:37",-8.93,125.41,60.22,61,15,2.1,few clouds,0.0,0.0
iqaluit,ca,"04/19/2020, 11:12:50",63.75,-68.51,1.4,70,5,3.36,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:14:26",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
esperance,au,"04/19/2020, 11:14:38",-33.87,121.9,51.8,93,6,6.93,clear sky,0.0,0.0
gambela,et,"04/19/2020, 11:14:39",8.25,34.58,84.43,31,100,2.24,overcast clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
namatanai,pg,"04/19/2020, 11:14:39",-3.67,152.43,82.06,72,54,2.48,broken clouds,0.0,0.0
ponta do sol,cv,"04/19/2020, 11:03:12",32.67,-17.1,66.99,44,24,3.0,few clouds,0.0,0.0
todos santos,mx,"04/19/2020, 11:10:23",23.45,-110.22,81.0,76,5,5.01,clear sky,0.0,0.0
jamestown,sh,"04/19/2020, 11:14:30",42.1,-79.24,55.4,47,75,20.8,broken clouds,0.0,0.0
